poke_name,label
Ivysaur,substitute
Ivysaur,secretpower
Ivysaur,rocksmash
Ivysaur,naturepower
Ivysaur,confide
Ivysaur,cut
Ivysaur,strength
Ivysaur,flash
Ivysaur,rocksmash
Venusaur,tackle
Venusaur,growl
Venusaur,leechseed
Venusaur,petaldance
Venusaur,petaldance
Venusaur,tackle
Venusaur,growl
Venusaur,leechseed
Venusaur,vinewhip
Venusaur,growl
Venusaur,leechseed
Venusaur,vinewhip
Venusaur,poisonpowder
Venusaur,sleeppowder
Venusaur,takedown
Venusaur,razorleaf
Venusaur,sweetscent
Venusaur,growth
Venusaur,sleeppowder
Venusaur,doubleedge
Venusaur,petaldance
Venusaur,worryseed
Venusaur,synthesis
Venusaur,petalblizzard
Venusaur,solarbeam
Venusaur,seedbomb
Venusaur,amnesia
Venusaur,charm
Venusaur,curse
Venusaur,endure
Venusaur,gigadrain
Venusaur,grasswhistle
Venusaur,grassyterrain
Venusaur,ingrain
Venusaur,leafstorm
Venusaur,lightscreen
Venusaur,magicalleaf
Venusaur,naturepower
Venusaur,petaldance
Venusaur,powerwhip
Venusaur,razorwind
Venusaur,safeguard
Venusaur,skullbash
Venusaur,sludge
Venusaur,bind
Venusaur,block
Venusaur,bodyslam
Venusaur,defensecurl
Venusaur,doubleedge
Venusaur,endure
Venusaur,frenzyplant
Venusaur,furycutter
Venusaur,gigadrain
Venusaur,grasspledge
Venusaur,headbutt
Venusaur,knockoff
Venusaur,mimic
Venusaur,mudslap
Venusaur,outrage
Venusaur,seedbomb
Venusaur,sleeptalk
Venusaur,snore
Venusaur,stringshot
Venusaur,substitute
Venusaur,swagger
Venusaur,swordsdance
Venusaur,synthesis
Venusaur,worryseed
Venusaur,swordsdance
Venusaur,headbutt
Venusaur,curse
Venusaur,workup
Venusaur,roar
Venusaur,toxic
Venusaur,venoshock
Venusaur,bulletseed
Venusaur,bodyslam
Venusaur,hiddenpower
Venusaur,sunnyday
Venusaur,sweetscent
Venusaur,snore
Venusaur,takedown
Venusaur,doubleedge
Venusaur,hyperbeam
Venusaur,rage
Venusaur,megadrain
Venusaur,lightscreen
Venusaur,protect
Venusaur,safeguard
Venusaur,gigadrain
Venusaur,endure
Venusaur,frustration
Venusaur,solarbeam
Venusaur,mimic
Venusaur,earthquake
Venusaur,return
Venusaur,mudslap
Venusaur,doubleteam
Venusaur,sludgebomb
Venusaur,facade
Venusaur,secretpower
Venusaur,swagger
Venusaur,sleeptalk
Venusaur,defensecurl
Venusaur,reflect
Venusaur,bide
Venusaur,rest
Venusaur,attract
Venusaur,furycutter
Venusaur,round
Venusaur,echoedvoice
Venusaur,energyball
Venusaur,endure
Venusaur,gigaimpact
Venusaur,flash
Venusaur,swordsdance
Venusaur,bulldoze
Venusaur,captivate
Venusaur,sleeptalk
Venusaur,naturalgift
Venusaur,grassknot
Venusaur,swagger
Venusaur,sleeptalk
Venusaur,substitute
Venusaur,secretpower
Venusaur,rocksmash
Venusaur,naturepower
Venusaur,confide
Venusaur,cut
Venusaur,strength
Venusaur,flash
Venusaur,rocksmash
Venusaur,rockclimb
Charmander,scratch
Charmander,growl
Charmander,ember
Charmander,leer
Charmander,metalclaw
Charmander,smokescreen
Charmander,rage
Charmander,dragonrage
Charmander,scaryface
Charmander,firefang
Charmander,slash
Charmander,flameburst
Charmander,slash
Charmander,flamethrower
Charmander,firespin
Charmander,inferno
Charmander,slash
Charmander,dragonrage
Charmander,firespin
Charmander,aircutter
Charmander,ancientpower
Charmander,beatup
Charmander,bellydrum
Charmander,bite
Charmander,counter
Charmander,crunch
Charmander,dragondance
Charmander,dragonpulse
Charmander,dragonrush
Charmander,flareblitz
Charmander,focuspunch
Charmander,metalclaw
Charmander,outrage
Charmander,rockslide
Charmander,swordsdance
Charmander,bodyslam
Charmander,counter
Charmander,defensecurl
Charmander,doubleedge
Charmander,dragonpulse
Charmander,dynamicpunch
Charmander,endure
Charmander,firepledge
Charmander,firepunch
Charmander,flamethrower
Charmander,focuspunch
Charmander,furycutter
Charmander,headbutt
Charmander,heatwave
Charmander,irontail
Charmander,megakick
Charmander,megapunch
Charmander,mimic
Charmander,mudslap
Charmander,outrage
Charmander,rockslide
Charmander,seismictoss
Charmander,sleeptalk
Charmander,snore
Charmander,substitute
Charmander,swagger
Charmander,swift
Charmander,swordsdance
Charmander,thunderpunch
Charmander,workup
Charmander,honeclaws
Charmander,focuspunch
Charmander,dragonclaw
Charmander,dynamicpunch
Charmander,headbutt
Charmander,curse
Charmander,megapunch
Charmander,swordsdance
Charmander,megakick
Charmander,toxic
Charmander,rocksmash
Charmander,hiddenpower
Charmander,sunnyday
Charmander,snore
Charmander,protect
Charmander,endure
Charmander,frustration
Charmander,irontail
Charmander,dragonbreath
Charmander,return
Charmander,bodyslam
Charmander,takedown
Charmander,doubleedge
Charmander,submission
Charmander,counter
Charmander,seismictoss
Charmander,rage
Charmander,dragonrage
Charmander,dig
Charmander,brickbreak
Charmander,mudslap
Charmander,mimic
Charmander,doubleteam
Charmander,flamethrower
Charmander,swagger
Charmander,sleeptalk
Charmander,reflect
Charmander,bide
Charmander,fireblast
Charmander,rocktomb
Charmander,swift
Charmander,aerialace
Charmander,facade
Charmander,flamecharge
Charmander,secretpower
Charmander,defensecurl
Charmander,skullbash
Charmander,rest
Charmander,attract
Charmander,round
Charmander,echoedvoice
Charmander,firepunch
Charmander,overheat
Charmander,fling
Charmander,incinerate
Charmander,endure
Charmander,willowisp
Charmander,shadowclaw
Charmander,swordsdance
Charmander,captivate
Charmander,rockslide
Charmander,sleeptalk
Charmander,naturalgift
Charmander,swagger
Charmander,sleeptalk
Charmander,substitute
Charmander,secretpower
Charmander,rocksmash
Charmander,poweruppunch
Charmander,confide
Charmander,furycutter
Charmander,cut
Charmander,strength
Charmander,rocksmash
Charmeleon,scratch
Charmeleon,growl
Charmeleon,ember
Charmeleon,ember
Charmeleon,leer
Charmeleon,metalclaw
Charmeleon,smokescreen
Charmeleon,rage
Charmeleon,dragonrage
Charmeleon,scaryface
Charmeleon,firefang
Charmeleon,slash
Charmeleon,flameburst
Charmeleon,flamethrower
Charmeleon,slash
Charmeleon,dragonrage
Charmeleon,flamethrower
Charmeleon,firespin
Charmeleon,inferno
Charmeleon,aircutter
Charmeleon,ancientpower
Charmeleon,beatup
Charmeleon,bellydrum
Charmeleon,bite
Charmeleon,counter
Charmeleon,crunch
Charmeleon,dragondance
Charmeleon,dragonpulse
Charmeleon,dragonrush
Charmeleon,flareblitz
Charmeleon,focuspunch
Charmeleon,metalclaw
Charmeleon,outrage
Charmeleon,rockslide
Charmeleon,swordsdance
Charmeleon,bodyslam
Charmeleon,counter
Charmeleon,defensecurl
Charmeleon,doubleedge
Charmeleon,dragonpulse
Charmeleon,dynamicpunch
Charmeleon,endure
Charmeleon,firepledge
Charmeleon,firepunch
Charmeleon,flamethrower
Charmeleon,focuspunch
Charmeleon,furycutter
Charmeleon,headbutt
Charmeleon,heatwave
Charmeleon,irontail
Charmeleon,megakick
Charmeleon,megapunch
Charmeleon,mimic
Charmeleon,mudslap
Charmeleon,outrage
Charmeleon,rockslide
Charmeleon,seismictoss
Charmeleon,sleeptalk
Charmeleon,snore
Charmeleon,substitute
Charmeleon,swagger
Charmeleon,swift
Charmeleon,swordsdance
Charmeleon,thunderpunch
Charmeleon,workup
Charmeleon,honeclaws
Charmeleon,focuspunch
Charmeleon,dragonclaw
Charmeleon,dynamicpunch
Charmeleon,headbutt
Charmeleon,curse
Charmeleon,megapunch
Charmeleon,swordsdance
Charmeleon,megakick
Charmeleon,toxic
Charmeleon,rocksmash
Charmeleon,hiddenpower
Charmeleon,sunnyday
Charmeleon,snore
Charmeleon,protect
Charmeleon,endure
Charmeleon,frustration
Charmeleon,irontail
Charmeleon,dragonbreath
Charmeleon,return
Charmeleon,bodyslam
Charmeleon,takedown
Charmeleon,doubleedge
Charmeleon,submission
Charmeleon,counter
Charmeleon,seismictoss
Charmeleon,rage
Charmeleon,dragonrage
Charmeleon,dig
Charmeleon,brickbreak
Charmeleon,mudslap
Charmeleon,mimic
Charmeleon,doubleteam
Charmeleon,flamethrower
Charmeleon,swagger
Charmeleon,sleeptalk
Charmeleon,reflect
Charmeleon,bide
Charmeleon,fireblast
Charmeleon,rocktomb
Charmeleon,swift
Charmeleon,aerialace
Charmeleon,facade
Charmeleon,flamecharge
Charmeleon,secretpower
Charmeleon,defensecurl
Charmeleon,skullbash
Charmeleon,rest
Charmeleon,attract
Charmeleon,round
Charmeleon,echoedvoice
Charmeleon,firepunch
Charmeleon,overheat
Charmeleon,fling
Charmeleon,incinerate
Charmeleon,endure
Charmeleon,willowisp
Charmeleon,shadowclaw
Charmeleon,swordsdance
Charmeleon,captivate
Charmeleon,rockslide
Charmeleon,sleeptalk
Charmeleon,naturalgift
Charmeleon,swagger
Charmeleon,sleeptalk
Charmeleon,substitute
Charmeleon,secretpower
Charmeleon,rocksmash
Charmeleon,poweruppunch
Charmeleon,confide
Charmeleon,furycutter
Charmeleon,cut
Charmeleon,strength
Charmeleon,rocksmash
Charizard,flareblitz
Charizard,heatwave
Charizard,scratch
Charizard,growl
Charizard,ember
Charizard,metalclaw
Charizard,leer
Charizard,wingattack
Charizard,wingattack
Charizard,flareblitz
Charizard,heatwave
Charizard,dragonclaw
Charizard,shadowclaw
Charizard,airslash
Charizard,scratch
Charizard,growl
Charizard,ember
Charizard,leer
Charizard,metalclaw
Charizard,smokescreen
Charizard,ember
Charizard,smokescreen
Charizard,rage
Charizard,dragonrage
Charizard,scaryface
Charizard,flamethrower
Charizard,firefang
Charizard,slash
Charizard,flameburst
Charizard,wingattack
Charizard,slash
Charizard,dragonrage
Charizard,flamethrower
Charizard,firespin
Charizard,inferno
Charizard,heatwave
Charizard,flareblitz
Charizard,aircutter
Charizard,ancientpower
Charizard,beatup
Charizard,bellydrum
Charizard,bite
Charizard,counter
Charizard,crunch
Charizard,dragondance
Charizard,dragonpulse
Charizard,dragonrush
Charizard,flareblitz
Charizard,focuspunch
Charizard,metalclaw
Charizard,outrage
Charizard,rockslide
Charizard,swordsdance
Charizard,aircutter
Charizard,blastburn
Charizard,bodyslam
Charizard,counter
Charizard,defensecurl
Charizard,doubleedge
Charizard,dragonpulse
Charizard,dynamicpunch
Charizard,endure
Charizard,firepledge
Charizard,firepunch
Charizard,flamethrower
Charizard,focuspunch
Charizard,furycutter
Charizard,headbutt
Charizard,heatwave
Charizard,irontail
Charizard,megakick
Charizard,megapunch
Charizard,mimic
Charizard,mudslap
Charizard,ominouswind
Charizard,outrage
Charizard,rockslide
Charizard,roost
Charizard,seismictoss
Charizard,sleeptalk
Charizard,snore
Charizard,substitute
Charizard,swagger
Charizard,swift
Charizard,swordsdance
Charizard,tailwind
Charizard,thunderpunch
Charizard,twister
Charizard,workup
Charizard,honeclaws
Charizard,focuspunch
Charizard,dragonclaw
Charizard,dynamicpunch
Charizard,headbutt
Charizard,curse
Charizard,roar
Charizard,megapunch
Charizard,swordsdance
Charizard,megakick
Charizard,toxic
Charizard,rocksmash
Charizard,hiddenpower
Charizard,sunnyday
Charizard,snore
Charizard,bodyslam
Charizard,takedown
Charizard,doubleedge
Charizard,hyperbeam
Charizard,protect
Charizard,endure
Charizard,roost
Charizard,submission
Charizard,frustration
Charizard,solarbeam
Charizard,counter
Charizard,irontail
Charizard,dragonbreath
Charizard,seismictoss
Charizard,rage
Charizard,dragonrage
Charizard,earthquake
Charizard,return
Charizard,fissure
Charizard,dig
Charizard,brickbreak
Charizard,mudslap
Charizard,mimic
Charizard,doubleteam
Charizard,flamethrower
Charizard,swagger
Charizard,sleeptalk
Charizard,sandstorm
Charizard,reflect
Charizard,bide
Charizard,fireblast
Charizard,rocktomb
Charizard,swift
Charizard,aerialace
Charizard,facade
Charizard,flamecharge
Charizard,secretpower
Charizard,defensecurl
Charizard,skullbash
Charizard,rest
Charizard,attract
Charizard,round
Charizard,echoedvoice
Charizard,steelwing
Charizard,overheat
Charizard,steelwing
Charizard,roost
Charizard,focusblast
Charizard,fling
Charizard,skydrop
Charizard,brutalswing
Charizard,incinerate
Charizard,endure
Charizard,dragonpulse
Charizard,willowisp
Charizard,shadowclaw
Charizard,gigaimpact
Charizard,swordsdance
Charizard,captivate
Charizard,fly
Charizard,firepunch
Charizard,bulldoze
Charizard,furycutter
Charizard,rockslide
Charizard,dragontail
Charizard,sleeptalk
Charizard,naturalgift
Charizard,swagger
Charizard,sleeptalk
Charizard,substitute
Charizard,secretpower
Charizard,rocksmash
Charizard,poweruppunch
Charizard,confide
Charizard,cut
Charizard,fly
Charizard,strength
Charizard,defog
Charizard,rocksmash
Squirtle,tackle
Squirtle,tailwhip
Squirtle,bubble
Squirtle,watergun
Squirtle,withdraw
Squirtle,watergun
Squirtle,bubble
Squirtle,bite
Squirtle,withdraw
Squirtle,rapidspin
Squirtle,protect
Squirtle,waterpulse
Squirtle,aquatail
Squirtle,skullbash
Squirtle,irondefense
Squirtle,raindance
Squirtle,skullbash
Squirtle,hydropump
Squirtle,aquajet
Squirtle,aquaring
Squirtle,aurasphere
Squirtle,brine
Squirtle,confusion
Squirtle,dragonpulse
Squirtle,fakeout
Squirtle,flail
Squirtle,foresight
Squirtle,haze
Squirtle,mirrorcoat
Squirtle,mist
Squirtle,mudsport
Squirtle,muddywater
Squirtle,refresh
Squirtle,waterspout
Squirtle,yawn
Squirtle,aquatail
Squirtle,bodyslam
Squirtle,counter
Squirtle,defensecurl
Squirtle,dive
Squirtle,doubleedge
Squirtle,dragonpulse
Squirtle,dynamicpunch
Squirtle,endure
Squirtle,focuspunch
Squirtle,headbutt
Squirtle,icebeam
Squirtle,icepunch
Squirtle,icywind
Squirtle,irondefense
Squirtle,irontail
Squirtle,megakick
Squirtle,megapunch
Squirtle,mimic
Squirtle,mudslap
Squirtle,rollout
Squirtle,seismictoss
Squirtle,sleeptalk
Squirtle,snore
Squirtle,substitute
Squirtle,swagger
Squirtle,waterpledge
Squirtle,waterpulse
Squirtle,zenheadbutt
Squirtle,workup
Squirtle,focuspunch
Squirtle,waterpulse
Squirtle,dynamicpunch
Squirtle,headbutt
Squirtle,curse
Squirtle,rollout
Squirtle,megapunch
Squirtle,megakick
Squirtle,toxic
Squirtle,rocksmash
Squirtle,bodyslam
Squirtle,takedown
Squirtle,doubleedge
Squirtle,bubblebeam
Squirtle,watergun
Squirtle,hail
Squirtle,hiddenpower
Squirtle,snore
Squirtle,icebeam
Squirtle,blizzard
Squirtle,submission
Squirtle,counter
Squirtle,seismictoss
Squirtle,rage
Squirtle,icywind
Squirtle,protect
Squirtle,raindance
Squirtle,endure
Squirtle,frustration
Squirtle,irontail
Squirtle,return
Squirtle,dig
Squirtle,brickbreak
Squirtle,mudslap
Squirtle,mimic
Squirtle,doubleteam
Squirtle,rocktomb
Squirtle,icepunch
Squirtle,facade
Squirtle,secretpower
Squirtle,swagger
Squirtle,sleeptalk
Squirtle,defensecurl
Squirtle,reflect
Squirtle,bide
Squirtle,skullbash
Squirtle,rest
Squirtle,attract
Squirtle,brine
Squirtle,round
Squirtle,scald
Squirtle,fling
Squirtle,endure
Squirtle,gyroball
Squirtle,captivate
Squirtle,sleeptalk
Squirtle,naturalgift
Squirtle,swagger
Squirtle,sleeptalk
Squirtle,substitute
Squirtle,surf
Squirtle,waterfall
Squirtle,secretpower
Squirtle,rocksmash
Squirtle,poweruppunch
Squirtle,confide
Squirtle,surf
Squirtle,strength
Squirtle,waterfall
Squirtle,whirlpool
Squirtle,rocksmash
Squirtle,waterfall
Squirtle,dive
Wartortle,tackle
Wartortle,tailwhip
Wartortle,watergun
Wartortle,bubble
Wartortle,tailwhip
Wartortle,bubble
Wartortle,watergun
Wartortle,withdraw
Wartortle,watergun
Wartortle,bubble
Wartortle,bite
Wartortle,withdraw
Wartortle,rapidspin
Wartortle,protect
Wartortle,waterpulse
Wartortle,aquatail
Wartortle,skullbash
Wartortle,irondefense
Wartortle,raindance
Wartortle,skullbash
Wartortle,hydropump
Wartortle,aquajet
Wartortle,aquaring
Wartortle,aurasphere
Wartortle,brine
Wartortle,confusion
Wartortle,dragonpulse
Wartortle,fakeout
Wartortle,flail
Wartortle,foresight
Wartortle,haze
Wartortle,mirrorcoat
Wartortle,mist
Wartortle,mudsport
Wartortle,muddywater
Wartortle,refresh
Wartortle,waterspout
Wartortle,yawn
Wartortle,aquatail
Wartortle,bodyslam
Wartortle,counter
Wartortle,defensecurl
Wartortle,dive
Wartortle,doubleedge
Wartortle,dragonpulse
Wartortle,dynamicpunch
Wartortle,endure
Wartortle,focuspunch
Wartortle,headbutt
Wartortle,icebeam
Wartortle,icepunch
Wartortle,icywind
Wartortle,irondefense
Wartortle,irontail
Wartortle,megakick
Wartortle,megapunch
Wartortle,mimic
Wartortle,mudslap
Wartortle,rollout
Wartortle,seismictoss
Wartortle,sleeptalk
Wartortle,snore
Wartortle,substitute
Wartortle,swagger
Wartortle,waterpledge
Wartortle,waterpulse
Wartortle,zenheadbutt
Wartortle,workup
Wartortle,focuspunch
Wartortle,waterpulse
Wartortle,dynamicpunch
Wartortle,headbutt
Wartortle,curse
Wartortle,rollout
Wartortle,megapunch
Wartortle,megakick
Wartortle,toxic
Wartortle,rocksmash
Wartortle,bodyslam
Wartortle,takedown
Wartortle,doubleedge
Wartortle,bubblebeam
Wartortle,watergun
Wartortle,hail
Wartortle,hiddenpower
Wartortle,snore
Wartortle,icebeam
Wartortle,blizzard
Wartortle,submission
Wartortle,counter
Wartortle,seismictoss
Wartortle,rage
Wartortle,icywind
Wartortle,protect
Wartortle,raindance
Wartortle,endure
Wartortle,frustration
Wartortle,irontail
Wartortle,return
Wartortle,dig
Wartortle,brickbreak
Wartortle,mudslap
Wartortle,mimic
Wartortle,doubleteam
Wartortle,rocktomb
Wartortle,icepunch
Wartortle,facade
Wartortle,secretpower
Wartortle,swagger
Wartortle,sleeptalk
Wartortle,defensecurl
Wartortle,reflect
Wartortle,bide
Wartortle,skullbash
Wartortle,rest
Wartortle,attract
Wartortle,brine
Wartortle,round
Wartortle,scald
Wartortle,fling
Wartortle,endure
Wartortle,gyroball
Wartortle,captivate
Wartortle,sleeptalk
Wartortle,naturalgift
Wartortle,swagger
Wartortle,sleeptalk
Wartortle,substitute
Wartortle,surf
Wartortle,waterfall
Wartortle,secretpower
Wartortle,rocksmash
Wartortle,poweruppunch
Wartortle,confide
Wartortle,surf
Wartortle,strength
Wartortle,waterfall
Wartortle,whirlpool
Wartortle,rocksmash
Wartortle,waterfall
Wartortle,dive
Blastoise,tackle
Blastoise,tailwhip
Blastoise,bubble
Blastoise,flashcannon
Blastoise,tackle
Blastoise,tailwhip
Blastoise,bubble
Blastoise,watergun
Blastoise,withdraw
Blastoise,tailwhip
Blastoise,bubble
Blastoise,watergun
Blastoise,withdraw
Blastoise,watergun
Blastoise,bubble
Blastoise,bite
Blastoise,withdraw
Blastoise,rapidspin
Blastoise,protect
Blastoise,waterpulse
Blastoise,aquatail
Blastoise,skullbash
Blastoise,irondefense
Blastoise,raindance
Blastoise,skullbash
Blastoise,hydropump
Blastoise,aquajet
Blastoise,aquaring
Blastoise,aurasphere
Blastoise,brine
Blastoise,confusion
Blastoise,dragonpulse
Blastoise,fakeout
Blastoise,flail
Blastoise,foresight
Blastoise,haze
Blastoise,mirrorcoat
Blastoise,mist
Blastoise,mudsport
Blastoise,muddywater
Blastoise,refresh
Blastoise,waterspout
Blastoise,yawn
Blastoise,aquatail
Blastoise,bodyslam
Blastoise,counter
Blastoise,defensecurl
Blastoise,dive
Blastoise,doubleedge
Blastoise,dragonpulse
Blastoise,dynamicpunch
Blastoise,endure
Blastoise,focuspunch
Blastoise,headbutt
Blastoise,hydrocannon
Blastoise,icebeam
Blastoise,icepunch
Blastoise,icywind
Blastoise,irondefense
Blastoise,irontail
Blastoise,megakick
Blastoise,megapunch
Blastoise,mimic
Blastoise,mudslap
Blastoise,outrage
Blastoise,rollout
Blastoise,seismictoss
Blastoise,signalbeam
Blastoise,sleeptalk
Blastoise,snore
Blastoise,substitute
Blastoise,swagger
Blastoise,waterpledge
Blastoise,waterpulse
Blastoise,zenheadbutt
Blastoise,workup
Blastoise,focuspunch
Blastoise,waterpulse
Blastoise,dynamicpunch
Blastoise,headbutt
Blastoise,curse
Blastoise,rollout
Blastoise,roar
Blastoise,megapunch
Blastoise,megakick
Blastoise,toxic
Blastoise,rocksmash
Blastoise,bodyslam
Blastoise,takedown
Blastoise,doubleedge
Blastoise,bubblebeam
Blastoise,watergun
Blastoise,hail
Blastoise,hiddenpower
Blastoise,snore
Blastoise,icebeam
Blastoise,blizzard
Blastoise,hyperbeam
Blastoise,submission
Blastoise,counter
Blastoise,seismictoss
Blastoise,rage
Blastoise,icywind
Blastoise,protect
Blastoise,raindance
Blastoise,endure
Blastoise,frustration
Blastoise,smackdown
Blastoise,irontail
Blastoise,earthquake
Blastoise,return
Blastoise,fissure
Blastoise,dig
Blastoise,brickbreak
Blastoise,mudslap
Blastoise,mimic
Blastoise,doubleteam
Blastoise,rocktomb
Blastoise,icepunch
Blastoise,facade
Blastoise,secretpower
Blastoise,swagger
Blastoise,sleeptalk
Blastoise,defensecurl
Blastoise,reflect
Blastoise,bide
Blastoise,skullbash
Blastoise,rest
Blastoise,attract
Blastoise,round
Blastoise,focusblast
Blastoise,scald
Blastoise,brine
Blastoise,fling
Blastoise,endure
Blastoise,gigaimpact
Blastoise,avalanche
Blastoise,gyroball
Blastoise,bulldoze
Blastoise,captivate
Blastoise,rockslide
Blastoise,dragontail
Blastoise,sleeptalk
Blastoise,naturalgift
Blastoise,swagger
Blastoise,sleeptalk
Blastoise,substitute
Blastoise,flashcannon
Blastoise,surf
Blastoise,secretpower
Blastoise,rocksmash
Blastoise,darkpulse
Blastoise,waterfall
Blastoise,poweruppunch
Blastoise,confide
Blastoise,surf
Blastoise,strength
Blastoise,waterfall
Blastoise,whirlpool
Blastoise,rocksmash
Blastoise,waterfall
Blastoise,rockclimb
Blastoise,dive
Caterpie,tackle
Caterpie,stringshot
Caterpie,bugbite
Caterpie,bugbite
Caterpie,electroweb
Caterpie,snore
Caterpie,stringshot
Metapod,harden
Metapod,harden
Metapod,tackle
Metapod,stringshot
Metapod,bugbite
Metapod,bugbite
Metapod,electroweb
Metapod,irondefense
